Transaccion_ID,SKU_ID,Fecha_Venta,Cantidad_Vendida,Precio_Venta_Final,Costo_Envio,Tiempo_Entrega_Real,Estado_Envio,Ciudad_Destino,Canal_Venta,Categoria,Stock_Actual,Costo_Unitario_USD,Punto_Reorden,Lead_Time_Dias,Bodega_Origen,Ultima_Revision,Feedback_ID,Rating_Producto,Rating_Logistica,Comentario_Texto,Recomienda_Marca,Ticket_Soporte_Abierto,Edad_Cliente,Satisfaccion_NPS,Utilidad_Dolares,SKU_Prefijo
TRX-12813,PROD-3345,23/04/2025,9,320.01,73.13,4.0,Retrasado,Bogotá,WhatsApp,No Definido,599.0,953.55,256.0,10.0,Zona_franca,2025-04-08,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-5774.989999999999,PROD-33
TRX-12814,PROD-3198,31/08/2025,12,546.32,34.76,4.0,Retrasado,Bogotá,WhatsApp,Laptop,179.0,1493.69,126.0,5.0,Sur,2025-09-19,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-11403.199999999999,PROD-31
TRX-12815,PROD-1613,22/11/2024,11,208.72,20.5,1.0,Entregado,Medellín,Físico,Tablets,732.0,677.52,165.0,30.0,Bod-ext-99,2025-12-16,FB-8759,2.0,5.0,precio justo,SIN RESPUESTA,Sí,76.0,46.5,-5177.299999999999,PROD-16
TRX-12816,PROD-1673,21/09/2025,13,1731.64,59.86,12.0,Devuelto,Medellín,WhatsApp,Laptop,263.0,878.83,299.0,30.0,Norte,2025-09-05,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,11026.669999999998,PROD-16
TRX-12817,PROD-2343,30/04/2025,8,599.62,25.42,7.0,En Camino,Bucaramanga,Físico,Laptop,6.0,1102.82,109.0,5.0,Zona_franca,2025-06-27,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-4051.0199999999995,PROD-23
TRX-12818,PROD-3131,22/11/2024,7,1392.01,30.74,5.0,Entregado,Ventas_Web,WhatsApp,Laptop,1905.0,224.55,108.0,5.0,Norte,2025-11-12,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,8141.48,PROD-31
TRX-12819,PROD-2809,26/07/2025,14,1642.24,64.03,1.0,Retrasado,Bogotá,Online,Tablets,400.0,737.93,285.0,30.0,Norte,2025-07-18,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,12596.310000000001,PROD-28
TRX-12820,PROD-1476,07/03/2025,2,1803.82,52.36,21.0,No especificado,Cali,Físico,Laptop,795.0,173.33,123.0,5.0,Zona_franca,2025-08-16,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,3208.62,PROD-14
TRX-12821,PROD-3786,04/10/2024,14,221.53,75.29,24.0,Retrasado,Medellín,WhatsApp,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-7599.590000000001,PROD-37
TRX-12822,PROD-1841,26/04/2025,8,1787.1,75.27,26.0,Entregado,Ventas_Web,App,No Definido,1853.0,1137.3,115.0,30.0,Bod-ext-99,2024-08-13,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,5123.129999999999,PROD-18
TRX-12823,PROD-3936,08/12/2024,3,402.53,50.81,8.0,Devuelto,Bucaramanga,App,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-1120.16,PROD-39
TRX-12824,PROD-3388,12/05/2025,6,1476.44,48.16,29.0,Perdido,Bogotá,Físico,Smartphone,1300.0,717.98,274.0,10.0,Norte,2025-07-14,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,4502.599999999999,PROD-33
TRX-12825,PROD-3002,12/01/2025,10,1460.41,79.83,18.0,En Camino,Barranquilla,App,Laptop,226.0,1372.09,128.0,30.0,Bod-ext-99,2024-04-22,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,803.3700000000007,PROD-30
TRX-12826,PROD-1372,27/11/2024,7,26.92,23.34,13.0,Perdido,Bogotá,Online,Tablets,1326.0,108.2,175.0,10.0,Occidente,2024-12-18,FB-9472,4.0,4.0,dañado,Maybe,No,24.0,56.6,-592.3000000000001,PROD-13
TRX-12827,PROD-3090,23/03/2025,12,449.04,19.46,17.0,En Camino,Ventas_Web,Online,Tablets,1571.0,594.22,119.0,30.0,Bod-ext-99,2024-10-24,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-1761.62,PROD-30
TRX-12828,PROD-2824,19/11/2025,6,988.9,68.15,2.0,Perdido,Bogotá,WhatsApp,Monitor,32.0,722.78,258.0,0.0,Occidente,2025-10-01,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,1528.5699999999993,PROD-28
TRX-12829,PROD-1227,14/04/2025,5,845.87,43.9,6.0,Perdido,Bogotá,Online,Laptop,763.0,59.25,231.0,10.0,Zona_franca,2025-12-13,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,3889.2000000000003,PROD-12
TRX-12830,PROD-2857,19/11/2025,4,1837.96,72.45,29.0,En Camino,Cali,Físico,Laptop,1487.0,1308.6,157.0,10.0,Bod-ext-99,2025-07-12,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,2044.9900000000005,PROD-28
TRX-12831,PROD-1540,28/09/2025,2,725.88,29.38,21.0,No especificado,Medellín,Online,Smartphone,1741.0,1108.82,202.0,5.0,Sur,2025-04-22,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-795.2599999999999,PROD-15
TRX-12832,PROD-3102,16/04/2025,9,1874.6,52.36,4.0,En Camino,Bogotá,WhatsApp,Monitor,1205.0,1238.53,172.0,30.0,Sur,2024-08-29,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,5672.269999999998,PROD-31
TRX-12833,PROD-2701,05/07/2025,14,924.26,35.86,8.0,Retrasado,Bucaramanga,Online,Laptop,630.0,696.0,238.0,3.0,Zona_franca,2024-07-20,FB-10839,4.0,4.0,lento,SI,Sí,72.0,15.9,3159.7799999999993,PROD-27
TRX-12834,PROD-2871,05/01/2025,7,1929.06,90.18,15.0,Devuelto,Bucaramanga,WhatsApp,Monitor,1256.0,213.13,236.0,5.0,Norte,2024-04-21,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,11921.33,PROD-28
TRX-12835,PROD-3309,22/05/2025,7,1477.34,45.06,5.0,Devuelto,Ventas_Web,Físico,Smartphone,1778.0,154.71,235.0,3.0,Bod-ext-99,2024-08-31,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,9213.35,PROD-33
TRX-12836,PROD-1236,15/05/2025,4,1660.38,61.14,20.0,Retrasado,Bogotá,App,Laptop,524.0,630.31,295.0,5.0,Zona_franca,2025-03-18,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,4059.140000000001,PROD-12
TRX-12837,PROD-3288,17/03/2025,14,218.71,15.13,29.0,No especificado,Bogotá,Online,Monitor,1560.0,1282.69,153.0,10.0,Norte,2024-06-04,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-14910.849999999999,PROD-32
TRX-12838,PROD-2893,21/04/2025,5,1176.42,21.99,11.0,Perdido,Medellín,WhatsApp,Smartphone,1422.0,1372.14,181.0,5.0,Norte,2024-03-18,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-1000.5900000000004,PROD-28
TRX-12839,PROD-3755,23/10/2024,6,293.97,8.41,8.0,No especificado,Bucaramanga,Físico,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,FB-11310,3.0,3.0,sin comentario,SI,No,78.0,-40.9,-2798.47,PROD-37
TRX-12840,PROD-2262,15/05/2025,12,602.27,45.32,28.0,No especificado,Bucaramanga,App,Smartphone,332.0,1125.36,197.0,0.0,Bod-ext-99,2025-11-19,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-6322.4,PROD-22
TRX-12841,PROD-3962,22/05/2025,11,1250.9,98.95,17.0,En Camino,Cali,App,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,5312.170000000001,PROD-39
TRX-12842,PROD-1089,26/01/2026,12,1455.19,88.02,9.0,Entregado,Barranquilla,App,Tablets,644.0,1005.06,147.0,0.0,Norte,2024-07-11,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,5313.539999999999,PROD-10
TRX-12843,PROD-2621,22/02/2025,2,87.98,65.13,18.0,Perdido,Bucaramanga,Online,Tablets,1827.0,741.63,298.0,5.0,Norte,2025-04-29,FB-8241,1.0,2.0,precio justo,SIN RESPUESTA,Sí,56.0,41.1,-1372.4299999999998,PROD-26
TRX-12843,PROD-2621,22/02/2025,2,87.98,65.13,18.0,Perdido,Bucaramanga,Online,Tablets,1827.0,741.63,298.0,5.0,Norte,2025-04-29,FB-10309,4.0,3.0,excelente,SIN RESPUESTA,Sí,32.0,-29.6,-1372.4299999999998,PROD-26
TRX-12844,PROD-2042,06/04/2025,4,1066.58,52.36,14.0,Devuelto,Barranquilla,App,Smartphone,1277.0,1273.63,214.0,5.0,Norte,2024-04-19,FB-8938,4.0,1.0,lento,SIN RESPUESTA,No,29.0,96.2,-880.5600000000007,PROD-20
TRX-12845,PROD-1012,02/02/2026,13,1134.97,86.8,24.0,En Camino,Barranquilla,App,Smartphone,344.0,1018.41,267.0,5.0,Norte,2026-01-26,FB-9038,4.0,3.0,lento,NO,Sí,18.0,-80.4,1428.4800000000007,PROD-10
TRX-12846,PROD-1892,01/12/2025,4,166.87,61.45,9.0,Retrasado,Bucaramanga,App,Laptop,11.0,354.05,124.0,3.0,Occidente,2024-06-07,FB-10710,5.0,2.0,no volvería,SI,Sí,43.0,-23.1,-810.1700000000001,PROD-18
TRX-12847,PROD-3368,18/06/2025,12,1006.37,40.03,10.0,No especificado,Medellín,Online,Monitor,1412.0,621.58,102.0,5.0,Norte,2025-03-20,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,4577.45,PROD-33
TRX-12848,PROD-1299,19/01/2026,13,1430.55,21.49,24.0,Perdido,Medellín,Físico,No Definido,1129.0,1235.09,265.0,30.0,Sur,2025-07-04,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,2519.49,PROD-12
TRX-12849,PROD-1185,13/12/2025,4,115.92,67.04,25.0,Entregado,Cali,App,Monitor,1008.0,623.13,274.0,5.0,Occidente,2024-06-30,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-2095.88,PROD-11
TRX-12850,PROD-2735,11/10/2025,7,1522.93,23.34,20.0,Perdido,Bogotá,Físico,No Definido,1772.0,328.77,260.0,3.0,Norte,2025-12-24,FB-11520,5.0,3.0,no volvería,Maybe,No,42.0,-54.4,8335.78,PROD-27
TRX-12851,PROD-2411,11/03/2025,13,1157.09,44.66,27.0,Retrasado,Medellín,App,Tablets,303.0,1273.79,216.0,10.0,Norte,2024-07-13,FB-11533,3.0,5.0,excelente,Maybe,Sí,57.0,-12.9,-1561.7600000000023,PROD-24
TRX-12852,PROD-3868,04/12/2025,7,1668.12,83.45,2.0,Entregado,Medellín,App,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,6280.53,PROD-38
TRX-12853,PROD-1261,14/09/2025,7,443.94,17.28,3.0,Perdido,Ventas_Web,Online,Laptop,1913.0,1009.49,271.0,5.0,Norte,2025-10-20,FB-8512,2.0,4.0,precio justo,NO,Sí,57.0,58.4,-3976.1300000000006,PROD-12
TRX-12854,PROD-3216,11/08/2025,7,1668.21,17.26,29.0,Retrasado,Bogotá,App,Laptop,1944.0,837.26,181.0,5.0,Sur,2025-05-31,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,5799.390000000001,PROD-32
TRX-12855,PROD-1246,24/08/2025,2,198.18,26.32,24.0,Perdido,Medellín,WhatsApp,Laptop,950.0,312.72,202.0,3.0,Bod-ext-99,2025-06-03,FB-8515,5.0,2.0,no volvería,SIN RESPUESTA,Sí,26.0,89.2,-255.40000000000003,PROD-12
TRX-12856,PROD-1282,09/01/2026,5,813.62,52.36,5.0,En Camino,Ventas_Web,App,Laptop,285.0,108.37,252.0,5.0,Sur,2024-03-25,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,3473.89,PROD-12
TRX-12857,PROD-2933,12/05/2025,10,406.97,57.43,27.0,Perdido,Bucaramanga,Físico,Smartphone,10.0,848.33,244.0,5.0,Bod-ext-99,2024-03-05,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-4471.030000000001,PROD-29
TRX-12858,PROD-1129,25/03/2025,2,1753.28,28.91,4.0,No especificado,Bogotá,WhatsApp,Accesorio,743.0,416.64,299.0,30.0,Bod-ext-99,2025-09-05,FB-11480,1.0,3.0,precio justo,NO,Sí,36.0,6.5,2644.37,PROD-11
TRX-12858,PROD-1129,25/03/2025,2,1753.28,28.91,4.0,No especificado,Bogotá,WhatsApp,Accesorio,743.0,416.64,299.0,30.0,Bod-ext-99,2025-09-05,FB-11865,2.0,5.0,dañado,SI,No,81.0,41.2,2644.37,PROD-11
TRX-12859,PROD-2175,16/09/2025,5,1412.79,52.8,3.0,Retrasado,Bogotá,Online,Smartphone,987.0,956.88,103.0,30.0,Zona_franca,2024-07-08,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,2226.75,PROD-21
TRX-12860,PROD-2674,24/06/2025,12,60.47,33.69,27.0,Devuelto,Medellín,WhatsApp,Laptop,354.0,772.58,199.0,3.0,Bod-ext-99,2024-09-07,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-8579.010000000002,PROD-26
TRX-12861,PROD-1737,26/11/2025,6,28.95,53.09,19.0,Retrasado,Cali,WhatsApp,Monitor,1020.0,919.07,265.0,5.0,Sur,2024-04-05,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-5393.81,PROD-17
TRX-12862,PROD-1554,26/10/2025,3,589.59,31.37,10.0,Perdido,Ventas_Web,WhatsApp,Laptop,34.0,530.46,160.0,5.0,Occidente,2024-08-23,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,146.01999999999987,PROD-15
TRX-12863,PROD-3627,24/10/2024,6,295.13,98.1,26.0,En Camino,Ventas_Web,WhatsApp,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-2881.2000000000003,PROD-36
TRX-12864,PROD-3987,18/03/2025,5,1264.31,51.81,7.0,Devuelto,Medellín,WhatsApp,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,FB-9729,3.0,4.0,dañado,SIN RESPUESTA,Sí,53.0,-54.6,2474.8399999999992,PROD-39
TRX-12865,PROD-3645,01/11/2025,4,1330.96,75.65,27.0,No especificado,Bucaramanga,Físico,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,2212.27,PROD-36
TRX-12866,PROD-2721,26/11/2024,10,1884.48,71.55,12.0,Retrasado,Bucaramanga,WhatsApp,Smartphone,1799.0,1451.6,269.0,30.0,Zona_franca,2025-01-14,FB-11232,2.0,1.0,no volvería,SIN RESPUESTA,No,75.0,-92.0,4257.249999999999,PROD-27
TRX-12867,PROD-2533,08/04/2025,9,1904.56,51.6,8.0,Devuelto,Medellín,Físico,Monitor,174.0,381.08,291.0,5.0,Occidente,2025-07-07,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,13659.720000000001,PROD-25
TRX-12868,PROD-2566,19/10/2024,11,1321.2,52.36,29.0,En Camino,Bucaramanga,Físico,Monitor,165.0,1451.72,123.0,5.0,Norte,2024-09-19,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-1488.0799999999992,PROD-25
TRX-12869,PROD-2837,20/02/2025,14,21.29,27.69,5.0,No especificado,Bogotá,Físico,Accesorio,310.0,987.29,142.0,3.0,Norte,2025-12-08,FB-8808,4.0,5.0,dañado,SIN RESPUESTA,Sí,19.0,-80.8,-13551.69,PROD-28
TRX-12870,PROD-2546,22/07/2025,8,724.41,53.52,24.0,Entregado,Bogotá,Online,No Definido,1077.0,658.04,191.0,30.0,Occidente,2025-03-16,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,477.44000000000005,PROD-25
TRX-12871,PROD-2538,14/01/2026,12,1031.15,69.69,13.0,Devuelto,Barranquilla,WhatsApp,Laptop,144.0,564.46,225.0,5.0,Sur,2025-01-22,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,5530.590000000001,PROD-25
TRX-12872,PROD-1328,17/06/2025,7,1003.37,48.69,9.0,Retrasado,Bogotá,App,No Definido,1606.0,330.48,118.0,10.0,Zona_franca,2024-05-31,FB-8968,1.0,5.0,sin comentario,NO,No,52.0,65.0,4661.54,PROD-13
TRX-12873,PROD-3796,16/12/2024,11,1210.65,12.78,4.0,En Camino,Medellín,Online,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,4955.590000000001,PROD-37
TRX-12874,PROD-3710,04/02/2026,1,1921.5,6.71,2.0,Retrasado,Ventas_Web,App,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,1155.81,PROD-37
TRX-12875,PROD-3208,27/11/2024,9,1771.53,36.15,5.0,En Camino,Medellín,WhatsApp,Tablets,1424.0,328.86,105.0,5.0,Zona_franca,2025-03-28,FB-8296,4.0,3.0,lento,Maybe,Sí,65.0,14.9,12947.880000000001,PROD-32
TRX-12876,PROD-1544,02/02/2025,9,226.73,19.27,2.0,Retrasado,Bogotá,WhatsApp,Laptop,495.0,325.41,206.0,0.0,Occidente,2024-10-18,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-907.3900000000001,PROD-15
TRX-12877,PROD-3676,20/10/2025,6,539.3,91.09,26.0,En Camino,Ventas_Web,App,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-1409.1700000000003,PROD-36
TRX-12878,PROD-2424,31/10/2025,7,1667.89,21.7,18.0,Perdido,Cali,Físico,No Definido,1805.0,1451.1,215.0,5.0,Zona_franca,2025-09-25,FB-9084,1.0,4.0,lento,SIN RESPUESTA,Sí,49.0,-66.7,1495.8300000000024,PROD-24
TRX-12879,PROD-1485,23/09/2025,13,1650.37,42.46,6.0,Retrasado,Cali,WhatsApp,Laptop,1903.0,306.5,221.0,3.0,Occidente,2025-06-26,FB-9635,4.0,4.0,sin comentario,SI,No,56.0,-58.7,17427.85,PROD-14
TRX-12880,PROD-1731,13/12/2024,3,557.99,52.36,26.0,En Camino,Bogotá,App,Laptop,1786.0,652.39,101.0,5.0,Norte,2024-09-18,FB-10633,1.0,2.0,dañado,NO,No,24.0,71.5,-335.56000000000006,PROD-17
TRX-12881,PROD-3200,08/10/2025,5,1463.87,72.65,11.0,Entregado,Medellín,Online,Monitor,987.0,754.53,271.0,30.0,Bod-ext-99,2025-09-27,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,3474.0499999999997,PROD-32
TRX-12882,PROD-2609,07/08/2025,7,1347.35,82.47,10.0,En Camino,Medellín,App,Smartphone,568.0,1173.0,155.0,3.0,Zona_franca,2024-12-28,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,1137.9799999999989,PROD-26
TRX-12883,PROD-3166,05/01/2026,1,952.31,50.38,1.0,Entregado,Bucaramanga,Online,No Definido,333.0,1441.63,111.0,10.0,Norte,2025-04-18,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-539.7000000000002,PROD-31
TRX-12884,PROD-1521,16/08/2025,12,410.9,22.21,2.0,No especificado,Bucaramanga,Online,Smartphone,1156.0,899.07,115.0,5.0,Norte,2025-12-27,FB-8522,1.0,5.0,lento,Maybe,No,53.0,-66.5,-5880.250000000001,PROD-15
TRX-12885,PROD-3981,29/12/2024,1,1778.4,30.74,21.0,Devuelto,Ventas_Web,WhatsApp,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,FB-10085,1.0,2.0,no volvería,SIN RESPUESTA,Sí,36.0,44.8,988.6800000000001,PROD-39
TRX-12885,PROD-3981,29/12/2024,1,1778.4,30.74,21.0,Devuelto,Ventas_Web,WhatsApp,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,FB-10545,2.0,5.0,dañado,SIN RESPUESTA,Sí,49.0,27.3,988.6800000000001,PROD-39
TRX-12886,PROD-1912,04/12/2024,5,1358.92,44.8,10.0,En Camino,Barranquilla,Online,Monitor,1479.0,386.73,263.0,30.0,Zona_franca,2024-12-04,FB-11475,2.0,1.0,precio justo,SIN RESPUESTA,Sí,69.0,-49.9,4816.150000000001,PROD-19
TRX-12887,PROD-1014,15/08/2025,9,346.3,39.64,5.0,Devuelto,Medellín,WhatsApp,No Definido,21.0,434.97,123.0,0.0,Bod-ext-99,2025-09-06,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-837.6700000000002,PROD-10
TRX-12888,PROD-1093,22/10/2024,7,1412.56,38.12,26.0,Devuelto,Ventas_Web,App,Laptop,498.0,1002.69,177.0,0.0,Sur,2024-11-12,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,2830.9700000000003,PROD-10
TRX-12889,PROD-2222,25/01/2025,1,1485.45,17.53,12.0,Perdido,Bogotá,Físico,Laptop,1004.0,348.4,158.0,10.0,Occidente,2025-04-13,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,1119.5200000000002,PROD-22
TRX-12890,PROD-2896,20/04/2025,13,1774.89,91.76,19.0,No especificado,Barranquilla,Online,Laptop,980.0,575.33,101.0,3.0,Norte,2025-07-08,FB-9052,5.0,3.0,sin comentario,SIN RESPUESTA,No,30.0,-79.6,15502.519999999999,PROD-28
TRX-12890,PROD-2896,20/04/2025,13,1774.89,91.76,19.0,No especificado,Barranquilla,Online,Laptop,980.0,575.33,101.0,3.0,Norte,2025-07-08,FB-9189,2.0,5.0,excelente,NO,No,61.0,-34.1,15502.519999999999,PROD-28
TRX-12891,PROD-3758,10/01/2026,13,453.45,7.83,21.0,En Camino,Cali,WhatsApp,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-3979.7200000000003,PROD-37
TRX-12892,PROD-3945,21/06/2025,12,1977.62,52.36,25.0,Perdido,Bogotá,Físico,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,14571.319999999998,PROD-39
TRX-12893,PROD-3230,23/04/2025,5,315.25,46.8,2.0,No especificado,Bogotá,Online,Laptop,288.0,172.11,194.0,5.0,Sur,2025-02-01,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,668.9,PROD-32
TRX-12894,PROD-2737,02/02/2025,8,1205.37,98.13,29.0,Perdido,Ventas_Web,App,Smartphone,203.0,1463.61,226.0,5.0,Norte,2025-08-05,FB-11107,4.0,4.0,sin comentario,Maybe,No,40.0,-58.6,-2164.05,PROD-27
TRX-12895,PROD-3178,26/02/2025,8,1317.78,67.67,6.0,Devuelto,Bucaramanga,Online,Smartphone,787.0,662.9,113.0,5.0,Sur,2024-03-11,FB-10055,4.0,2.0,no volvería,SIN RESPUESTA,Sí,67.0,19.3,5171.37,PROD-31
TRX-12895,PROD-3178,26/02/2025,8,1317.78,67.67,6.0,Devuelto,Bucaramanga,Online,Smartphone,787.0,662.9,113.0,5.0,Sur,2024-03-11,FB-8085,2.0,5.0,lento,Maybe,Sí,50.0,44.6,5171.37,PROD-31
TRX-12896,PROD-2553,08/11/2024,12,843.72,38.76,15.0,Retrasado,Ventas_Web,App,Accesorio,227.0,105.68,286.0,5.0,Occidente,2025-10-17,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,8817.72,PROD-25
TRX-12897,PROD-1940,14/09/2025,2,955.33,18.88,8.0,Devuelto,Bogotá,App,Accesorio,1648.0,1039.68,160.0,30.0,Bod-ext-99,2024-08-02,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-187.58000000000004,PROD-19
TRX-12898,PROD-2013,20/09/2025,7,1782.91,96.57,16.0,No especificado,Medellín,App,Smartphone,883.0,250.64,171.0,10.0,Norte,2024-07-11,FB-10637,5.0,3.0,precio justo,NO,No,43.0,44.3,10629.320000000002,PROD-20
TRX-12899,PROD-2886,09/10/2025,10,1294.1,6.33,19.0,No especificado,Bucaramanga,App,Tablets,509.0,144.65,240.0,30.0,Sur,2025-02-16,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,11488.17,PROD-28
TRX-12900,PROD-2417,14/10/2024,0,999.03,69.73,18.0,Devuelto,Bogotá,WhatsApp,Smartphone,1834.0,877.82,162.0,3.0,Sur,2024-10-15,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-69.73,PROD-24
TRX-12901,PROD-1635,28/12/2025,5,265.42,88.61,27.0,No especificado,Barranquilla,WhatsApp,Tablets,611.0,891.94,147.0,5.0,Bod-ext-99,2025-06-04,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-3221.2100000000005,PROD-16
TRX-12902,PROD-2129,07/12/2025,9,24.6,7.39,17.0,Entregado,Bogotá,WhatsApp,Tablets,32.0,1165.69,130.0,30.0,Occidente,2025-01-08,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-10277.2,PROD-21
