SKU_ID,Categoria,Stock_Actual,Costo_Unitario_USD,Punto_Reorden,Lead_Time_Dias,Bodega_Origen,Ultima_Revision
PROD-1346,Smartphones,937.0,442.43,269,5,BOD-EXT-99,2025-04-22
PROD-1347,Accesorios,1496.0,167.78,275,10,norte,2024-05-14
PROD-1348,???,599.0,1489.24,239,5,norte,2025-11-11
PROD-1349,smart-phone,918.0,276.49,195,3,ZONA_FRANCA,2025-12-19
PROD-1350,Accesorios,,1483.21,188,nan,Occidente,2025-05-04
PROD-1351,Laptops,1050.0,1467.06,202,Inmediato,Sur,2025-01-03
PROD-1352,Laptops,390.0,1201.04,245,3,Sur,2024-06-16
PROD-1353,???,870.0,1006.16,105,25-30 días,Sur,2025-12-05
PROD-1354,???,719.0,887.82,221,Inmediato,BOD-EXT-99,2024-07-16
PROD-1355,smart-phone,1293.0,1305.85,270,10,Occidente,2026-01-31
PROD-1356,Tablets,1776.0,469.69,215,Inmediato,Norte,2025-06-30
PROD-1357,???,212.0,728.14,262,nan,Sur,2025-03-21
PROD-1358,Laptops,1527.0,948.12,281,5,Norte,2025-06-18
PROD-1359,Smartphones,948.0,646.23,161,nan,Occidente,2024-10-16
PROD-1360,Accesorios,649.0,669.86,296,nan,BOD-EXT-99,2024-10-05
PROD-1361,Laptops,1553.0,528.91,243,5,Occidente,2024-04-01
PROD-1362,Laptops,1191.0,868.14,235,Inmediato,ZONA_FRANCA,2025-04-20
PROD-1363,Tablets,1075.0,1283.33,188,25-30 días,Sur,2024-09-08
PROD-1364,smart-phone,1140.0,342.22,195,5,BOD-EXT-99,2024-07-03
PROD-1365,smart-phone,955.0,1404.93,225,5,ZONA_FRANCA,2024-10-31
PROD-1366,LAPTOP,-15.0,1049.18,189,10,Sur,2025-10-29
PROD-1367,Tablets,693.0,1243.75,185,Inmediato,Occidente,2024-09-26
PROD-1368,Smartphones,1714.0,856.48,258,5,Occidente,2025-09-04
PROD-1369,smart-phone,302.0,1180.3,237,25-30 días,norte,2026-01-09
PROD-1370,Accesorios,1872.0,73.49,283,3,norte,2025-07-01
PROD-1371,???,22.0,1236.65,220,Inmediato,Occidente,2024-12-29
PROD-1372,Tablets,1326.0,108.2,175,10,Occidente,2024-12-18
PROD-1373,???,1864.0,1340.37,191,nan,Norte,2025-09-23
PROD-1374,Laptops,1043.0,1488.35,169,5,Norte,2025-09-06
PROD-1375,Accesorios,,476.4,247,25-30 días,ZONA_FRANCA,2025-01-16
PROD-1376,Accesorios,657.0,354.96,232,Inmediato,norte,2025-10-15
PROD-1377,Laptops,1754.0,1159.78,122,25-30 días,norte,2024-07-29
PROD-1378,Tablets,905.0,416.89,236,25-30 días,Occidente,2025-10-03
PROD-1379,Laptops,109.0,1305.07,157,nan,Occidente,2025-04-12
PROD-1380,???,1685.0,199.12,286,10,ZONA_FRANCA,2025-10-04
PROD-1381,LAPTOP,1535.0,232.64,281,Inmediato,BOD-EXT-99,2024-11-02
PROD-1382,Accesorios,16.0,1469.77,145,5,BOD-EXT-99,2024-08-20
PROD-1383,Monitores,7.0,1027.07,121,10,BOD-EXT-99,2025-08-16
PROD-1384,Monitores,291.0,1277.99,291,5,norte,2025-09-11
PROD-1385,???,1103.0,520.28,107,3,Norte,2025-12-26
PROD-1386,Smartphones,1145.0,1030.9,222,25-30 días,BOD-EXT-99,2024-03-05
PROD-1387,smart-phone,1182.0,911.65,119,3,Sur,2025-05-16
PROD-1388,Laptops,1444.0,924.57,278,25-30 días,ZONA_FRANCA,2025-06-15
PROD-1389,Laptops,1771.0,1039.67,177,nan,BOD-EXT-99,2025-05-23
PROD-1390,Smartphones,65.0,884.27,138,10,Sur,2025-03-09
PROD-1391,Smartphones,611.0,672.14,136,5,BOD-EXT-99,2025-04-10
PROD-1392,???,1415.0,450.09,277,nan,Norte,2026-01-22
PROD-1393,???,1818.0,1164.44,261,5,Norte,2024-11-12
PROD-1394,Smartphones,966.0,378.1,174,10,BOD-EXT-99,2025-06-16
PROD-1395,Accesorios,260.0,1053.91,217,Inmediato,Sur,2024-08-14
PROD-1396,???,157.0,388.33,203,3,ZONA_FRANCA,2025-11-15
PROD-1397,LAPTOP,582.0,956.73,260,3,Sur,2024-12-03
PROD-1398,???,606.0,1133.26,130,5,ZONA_FRANCA,2025-07-23
PROD-1399,Laptops,1373.0,367.14,222,5,BOD-EXT-99,2024-12-27
PROD-1400,???,,136.92,153,5,ZONA_FRANCA,2025-10-15
PROD-1401,Accesorios,1881.0,239.91,271,10,Occidente,2025-05-14
PROD-1402,Smartphones,1629.0,928.7,133,Inmediato,norte,2025-03-09
PROD-1403,Laptops,186.0,1281.7,298,3,norte,2025-02-03
PROD-1404,???,297.0,115.25,221,nan,Norte,2025-01-19
PROD-1405,Accesorios,579.0,1114.52,212,25-30 días,Occidente,2025-02-25
PROD-1406,LAPTOP,1490.0,544.91,161,10,norte,2025-05-18
PROD-1407,???,1953.0,743.87,122,3,BOD-EXT-99,2025-03-03
PROD-1408,Accesorios,1221.0,1396.85,145,Inmediato,ZONA_FRANCA,2025-11-08
PROD-1409,LAPTOP,313.0,531.36,155,10,ZONA_FRANCA,2024-08-28
PROD-1410,Smartphones,235.0,724.74,234,nan,Sur,2024-07-10
PROD-1411,???,98.0,69.84,217,3,Sur,2025-03-30
PROD-1412,LAPTOP,1057.0,168.32,288,10,ZONA_FRANCA,2025-05-15
PROD-1413,Laptops,405.0,424.96,230,3,BOD-EXT-99,2024-05-11
PROD-1414,Smartphones,1716.0,90.39,265,3,ZONA_FRANCA,2024-03-23
PROD-1415,Laptops,749.0,965.49,261,Inmediato,Sur,2024-11-06
PROD-1416,Monitores,1134.0,668.28,212,25-30 días,norte,2025-05-26
PROD-1417,Tablets,962.0,844.81,143,Inmediato,Norte,2025-03-14
PROD-1418,???,1473.0,303.24,227,3,Sur,2025-06-17
PROD-1419,LAPTOP,430.0,479.1,207,10,BOD-EXT-99,2024-05-06
PROD-1420,Tablets,1636.0,1012.55,257,nan,norte,2024-06-15
PROD-1421,Tablets,1551.0,1449.69,116,Inmediato,norte,2025-04-10
PROD-1422,LAPTOP,290.0,123.1,158,25-30 días,norte,2025-06-09
PROD-1423,Smartphones,1960.0,1341.06,237,3,Occidente,2024-05-17
PROD-1424,???,1816.0,886.48,198,nan,Occidente,2025-06-29
PROD-1425,Monitores,,867.68,183,Inmediato,norte,2025-05-31
PROD-1426,Laptops,784.0,775.4,245,Inmediato,BOD-EXT-99,2024-11-10
PROD-1427,Accesorios,1153.0,150.62,144,Inmediato,ZONA_FRANCA,2025-03-19
PROD-1428,Laptops,1675.0,180.32,207,Inmediato,BOD-EXT-99,2024-11-26
PROD-1429,Accesorios,1639.0,921.32,286,nan,Occidente,2024-12-24
PROD-1430,Laptops,260.0,544.39,161,10,Sur,2025-12-26
PROD-1431,LAPTOP,211.0,1380.04,158,25-30 días,Occidente,2024-07-05
PROD-1432,Monitores,1392.0,639.56,276,25-30 días,ZONA_FRANCA,2025-02-24
PROD-1433,???,355.0,257.76,290,3,Norte,2025-01-08
PROD-1434,Accesorios,291.0,1086.34,259,5,Occidente,2025-12-29
PROD-1435,???,1289.0,475.36,237,10,BOD-EXT-99,2025-12-24
PROD-1436,???,193.0,811.93,110,3,BOD-EXT-99,2024-07-02
PROD-1437,???,439.0,1061.86,201,3,norte,2025-07-07
PROD-1438,smart-phone,-39.0,1355.38,169,Inmediato,norte,2025-09-02
PROD-1439,Smartphones,510.0,1198.68,222,5,norte,2025-02-01
PROD-1440,Laptops,-9.0,1030.72,289,5,Norte,2025-07-17
PROD-1441,???,543.0,1035.47,274,10,ZONA_FRANCA,2024-06-10
PROD-1442,Laptops,1402.0,1421.59,133,5,Sur,2025-11-14
PROD-1443,???,1776.0,478.94,200,3,BOD-EXT-99,2024-10-12
PROD-1444,Accesorios,1643.0,51.61,244,5,BOD-EXT-99,2024-11-24
PROD-1445,Smartphones,83.0,444.33,203,5,ZONA_FRANCA,2025-12-31
PROD-1446,Smartphones,897.0,365.94,281,25-30 días,Norte,2025-11-06
PROD-1447,LAPTOP,22.0,1009.66,139,3,norte,2024-07-30
PROD-1448,smart-phone,348.0,968.88,118,nan,ZONA_FRANCA,2025-01-04
PROD-1449,LAPTOP,1378.0,910.52,166,5,Sur,2024-05-29
PROD-1450,LAPTOP,,73.55,181,5,norte,2025-06-02
PROD-1451,LAPTOP,79.0,1106.73,280,Inmediato,Sur,2025-06-14
PROD-1452,LAPTOP,1761.0,519.12,163,5,Occidente,2024-07-01
PROD-1453,LAPTOP,1951.0,1014.33,182,5,Sur,2025-07-24
PROD-1454,Monitores,215.0,857.04,146,25-30 días,norte,2024-08-10
PROD-1455,Smartphones,1510.0,546.96,105,3,Occidente,2025-05-07
PROD-1456,LAPTOP,1935.0,245.14,115,10,norte,2025-11-16
PROD-1457,???,742.0,186.91,299,3,BOD-EXT-99,2025-08-18
PROD-1458,Smartphones,1262.0,1255.7,245,Inmediato,norte,2025-04-23
PROD-1459,Smartphones,113.0,1381.68,279,3,Occidente,2025-11-04
PROD-1460,Tablets,44.0,992.19,275,5,Sur,2024-08-06
PROD-1461,Monitores,1755.0,199.98,270,Inmediato,BOD-EXT-99,2024-04-23
PROD-1462,LAPTOP,1083.0,632.94,138,3,Norte,2025-08-29
PROD-1463,Laptops,771.0,1106.96,276,Inmediato,Norte,2025-05-27
PROD-1464,Accesorios,187.0,1180.74,212,10,Norte,2025-10-29
PROD-1465,smart-phone,1910.0,221.42,239,3,Norte,2026-01-15
PROD-1466,???,998.0,50.04,237,nan,ZONA_FRANCA,2025-10-07
PROD-1467,Laptops,1626.0,1082.6,170,5,Norte,2025-03-05
PROD-1468,Monitores,913.0,567.06,209,Inmediato,Occidente,2024-08-28
PROD-1469,Accesorios,486.0,419.0,154,nan,Norte,2025-11-13
PROD-1470,Monitores,1553.0,68.7,228,nan,norte,2024-04-26
PROD-1471,???,1929.0,833.43,148,25-30 días,Norte,2024-11-26
PROD-1472,Smartphones,77.0,1284.17,263,Inmediato,Sur,2025-07-13
PROD-1473,Accesorios,41.0,1438.57,120,nan,Occidente,2025-10-08
PROD-1474,Smartphones,492.0,870.33,136,25-30 días,Occidente,2025-06-26
PROD-1475,???,,795.97,215,nan,BOD-EXT-99,2025-05-24
PROD-1476,Laptops,795.0,173.33,123,5,ZONA_FRANCA,2025-08-16
PROD-1477,???,1631.0,845.87,154,10,norte,2025-03-22
PROD-1478,Laptops,1801.0,600.97,124,25-30 días,Occidente,2025-01-25
PROD-1479,Accesorios,339.0,930.35,234,10,Sur,2024-06-28
PROD-1480,Accesorios,1834.0,613.65,226,Inmediato,Norte,2025-08-29
PROD-1481,LAPTOP,-8.0,398.43,192,5,Occidente,2024-05-28
PROD-1482,Monitores,203.0,187.7,193,25-30 días,Sur,2026-01-19
PROD-1483,LAPTOP,1033.0,506.63,170,Inmediato,Norte,2024-09-11
PROD-1484,Monitores,1490.0,190.14,298,nan,ZONA_FRANCA,2024-10-24
PROD-1485,LAPTOP,1903.0,306.5,221,3,Occidente,2025-06-26
PROD-1486,Smartphones,591.0,1481.64,123,Inmediato,Occidente,2026-01-17
PROD-1487,Accesorios,639.0,693.95,110,10,Sur,2025-10-07
PROD-1488,Laptops,1226.0,821.21,172,5,BOD-EXT-99,2025-03-07
PROD-1489,Monitores,1900.0,1316.75,111,5,norte,2025-12-07
PROD-1490,???,1029.0,1493.57,134,Inmediato,ZONA_FRANCA,2025-02-15
PROD-1491,Monitores,1436.0,894.94,290,nan,norte,2025-09-22
PROD-1492,Laptops,406.0,1228.09,295,3,Occidente,2025-06-20
PROD-1493,LAPTOP,932.0,524.06,284,10,norte,2025-03-30
PROD-1494,Monitores,1072.0,493.33,240,Inmediato,Norte,2024-10-14
PROD-1495,smart-phone,98.0,633.92,122,Inmediato,ZONA_FRANCA,2025-06-24
PROD-1496,Smartphones,1302.0,1025.14,182,5,norte,2025-08-12
PROD-1497,Accesorios,1129.0,1039.18,266,10,Norte,2025-02-26
PROD-1498,Laptops,139.0,507.1,187,3,Sur,2024-09-13
PROD-1499,Accesorios,832.0,243.15,179,5,norte,2025-08-28
PROD-1500,smart-phone,,850000.0,196,Inmediato,ZONA_FRANCA,2025-09-03
PROD-1501,Monitores,349.0,236.07,239,5,Norte,2024-03-06
PROD-1502,Monitores,558.0,888.81,133,5,norte,2025-08-07
PROD-1503,???,1745.0,1055.46,298,25-30 días,Sur,2024-08-17
PROD-1504,smart-phone,1588.0,1065.89,174,5,norte,2025-10-12
PROD-1505,Laptops,1525.0,1142.53,258,nan,Norte,2024-03-20
PROD-1506,???,1332.0,1315.65,227,5,norte,2025-09-16
PROD-1507,Smartphones,1353.0,774.94,289,nan,ZONA_FRANCA,2025-06-13
PROD-1508,???,769.0,1108.86,240,10,Occidente,2025-03-06
PROD-1509,Tablets,769.0,947.8,130,5,Norte,2024-08-08
PROD-1510,Laptops,369.0,320.63,229,3,Norte,2025-03-31
PROD-1511,Tablets,73.0,87.25,202,nan,Norte,2025-08-24
PROD-1512,smart-phone,371.0,462.59,114,nan,Norte,2024-12-26
PROD-1513,LAPTOP,1458.0,692.4,156,Inmediato,norte,2024-06-21
PROD-1514,Tablets,1547.0,944.8,174,10,ZONA_FRANCA,2025-04-29
PROD-1515,Smartphones,717.0,1282.44,133,5,Sur,2025-03-18
PROD-1516,???,1994.0,334.56,202,3,ZONA_FRANCA,2024-08-17
PROD-1517,LAPTOP,1499.0,232.05,295,Inmediato,Norte,2024-09-22
PROD-1518,???,1714.0,1447.05,174,10,BOD-EXT-99,2025-02-03
PROD-1519,Tablets,1994.0,206.66,128,nan,norte,2025-01-25
PROD-1520,???,459.0,743.81,293,3,BOD-EXT-99,2024-04-17
PROD-1521,smart-phone,1156.0,899.07,115,5,norte,2025-12-27
PROD-1522,LAPTOP,335.0,834.99,266,25-30 días,Norte,2025-04-04
PROD-1523,smart-phone,1547.0,174.75,176,25-30 días,norte,2024-11-20
PROD-1524,Tablets,691.0,132.69,136,10,Norte,2025-12-31
PROD-1525,smart-phone,,202.95,180,3,ZONA_FRANCA,2025-07-30
PROD-1526,Smartphones,1861.0,899.1,248,Inmediato,Occidente,2025-08-11
PROD-1527,Tablets,1396.0,839.3,271,3,norte,2024-07-15
PROD-1528,Tablets,850.0,388.92,223,nan,Norte,2024-03-30
PROD-1529,Tablets,1959.0,974.77,118,25-30 días,BOD-EXT-99,2025-05-27
PROD-1530,Laptops,191.0,1239.1,298,10,Norte,2025-04-28
PROD-1531,???,1970.0,110.29,201,5,BOD-EXT-99,2024-03-20
PROD-1532,Laptops,122.0,772.29,235,3,norte,2024-03-08
PROD-1533,Laptops,621.0,1049.5,176,25-30 días,Sur,2026-01-30
PROD-1534,Smartphones,113.0,415.85,293,Inmediato,BOD-EXT-99,2025-07-22
PROD-1535,LAPTOP,414.0,496.27,140,10,Norte,2025-08-19
PROD-1536,???,446.0,939.77,297,5,norte,2025-10-14
PROD-1537,smart-phone,649.0,1352.01,160,3,Norte,2025-01-17
PROD-1538,Monitores,652.0,1224.39,125,Inmediato,Sur,2024-06-28
PROD-1539,Tablets,1890.0,895.54,170,5,Occidente,2024-03-27
PROD-1540,smart-phone,1741.0,1108.82,202,nan,Sur,2025-04-22
PROD-1541,Tablets,132.0,578.99,169,25-30 días,ZONA_FRANCA,2024-12-07
PROD-1542,Smartphones,578.0,979.4,206,nan,norte,2025-10-11
PROD-1543,Tablets,1681.0,725.96,256,25-30 días,Sur,2025-06-18
PROD-1544,Laptops,495.0,325.41,206,Inmediato,Occidente,2024-10-18
PROD-1545,???,1537.0,1067.52,202,nan,Norte,2024-08-22
PROD-1546,Monitores,573.0,856.87,293,25-30 días,norte,2024-09-23
PROD-1547,Accesorios,543.0,570.0,118,10,BOD-EXT-99,2026-01-01
PROD-1548,Tablets,693.0,1371.44,167,Inmediato,Sur,2025-08-23
PROD-1549,smart-phone,1718.0,80.35,285,25-30 días,Occidente,2025-01-19
PROD-1550,Laptops,,507.87,169,3,Sur,2024-11-12
PROD-1551,Accesorios,1409.0,132.48,212,25-30 días,ZONA_FRANCA,2024-12-01
PROD-1552,Monitores,1898.0,1161.46,156,nan,norte,2024-03-07
PROD-1553,Accesorios,54.0,1068.06,264,10,Norte,2024-09-15
PROD-1554,Laptops,-34.0,530.46,160,5,Occidente,2024-08-23
PROD-1555,???,342.0,1029.71,191,5,Sur,2024-03-19
PROD-1556,???,374.0,624.11,129,25-30 días,norte,2024-08-18
PROD-1557,LAPTOP,521.0,1146.57,298,5,Sur,2024-06-29
PROD-1558,???,1070.0,708.57,252,25-30 días,norte,2024-08-30
PROD-1559,LAPTOP,191.0,647.81,226,10,ZONA_FRANCA,2025-12-29
PROD-1560,Accesorios,738.0,1405.36,292,5,Sur,2024-03-12
PROD-1561,Smartphones,664.0,413.77,214,nan,ZONA_FRANCA,2024-09-29
PROD-1562,smart-phone,708.0,224.65,105,nan,BOD-EXT-99,2024-05-22
PROD-1563,smart-phone,725.0,897.59,117,3,BOD-EXT-99,2024-12-05
PROD-1564,Accesorios,28.0,1455.52,109,25-30 días,Occidente,2024-10-21
PROD-1565,Tablets,805.0,597.87,191,5,ZONA_FRANCA,2026-01-08
PROD-1566,Tablets,1389.0,139.95,238,nan,norte,2025-06-30
PROD-1567,???,981.0,541.99,292,10,Occidente,2025-12-08
PROD-1568,smart-phone,794.0,783.6,176,10,Sur,2026-01-06
PROD-1569,smart-phone,36.0,284.79,200,3,Sur,2025-04-26
PROD-1570,LAPTOP,357.0,1004.25,183,10,norte,2025-03-11
PROD-1571,Smartphones,1618.0,1496.74,292,10,Norte,2025-07-30
PROD-1572,Laptops,97.0,705.02,151,5,Norte,2024-09-24
PROD-1573,Tablets,181.0,564.36,294,25-30 días,Sur,2026-01-20
PROD-1574,smart-phone,1900.0,631.02,130,Inmediato,norte,2024-05-01
PROD-1575,LAPTOP,,216.96,244,10,Norte,2024-11-24
PROD-1576,Monitores,315.0,1330.75,282,10,ZONA_FRANCA,2025-07-08
PROD-1577,LAPTOP,1624.0,651.5,209,Inmediato,Sur,2025-09-21
PROD-1578,Tablets,385.0,611.55,192,10,BOD-EXT-99,2025-02-27
PROD-1579,Tablets,348.0,1006.55,263,5,ZONA_FRANCA,2025-07-20
PROD-1580,LAPTOP,1184.0,690.95,253,5,norte,2025-05-15
PROD-1581,Laptops,1364.0,989.94,152,Inmediato,BOD-EXT-99,2025-04-25
PROD-1582,Accesorios,512.0,139.1,244,nan,ZONA_FRANCA,2025-01-28
PROD-1583,Tablets,1234.0,1229.9,185,10,Norte,2025-10-21
PROD-1584,LAPTOP,722.0,1413.73,252,nan,Norte,2024-05-10
PROD-1585,smart-phone,1987.0,990.71,101,10,BOD-EXT-99,2025-08-02
PROD-1586,LAPTOP,1293.0,1434.12,185,25-30 días,Occidente,2024-12-05
PROD-1587,Smartphones,1523.0,269.58,232,10,Sur,2026-01-23
PROD-1588,Accesorios,941.0,742.25,103,5,BOD-EXT-99,2024-07-24
PROD-1589,Monitores,1196.0,922.62,263,3,norte,2025-06-02
PROD-1590,Laptops,309.0,893.52,105,3,Sur,2024-05-18
PROD-1591,???,870.0,632.12,248,3,ZONA_FRANCA,2024-07-14
PROD-1592,Monitores,912.0,540.22,217,3,norte,2025-01-04
PROD-1593,Accesorios,1777.0,233.89,188,nan,norte,2024-08-23
PROD-1594,Accesorios,1563.0,618.03,253,nan,Norte,2025-12-26
PROD-1595,Accesorios,1590.0,285.86,282,10,ZONA_FRANCA,2025-08-07
PROD-1596,Monitores,166.0,1114.83,266,nan,Norte,2024-05-03
PROD-1597,smart-phone,327.0,352.8,260,10,Norte,2024-05-13
PROD-1598,Accesorios,68.0,134.92,113,25-30 días,Occidente,2025-11-21
PROD-1599,LAPTOP,139.0,850.93,155,10,Norte,2025-02-14
PROD-1600,Monitores,,913.08,180,3,Sur,2024-05-19
PROD-1601,???,319.0,1314.27,248,Inmediato,norte,2025-09-05
PROD-1602,Accesorios,1751.0,886.62,145,Inmediato,Norte,2024-03-06
PROD-1603,LAPTOP,601.0,550.95,243,5,BOD-EXT-99,2025-10-19
PROD-1604,smart-phone,1832.0,1214.37,115,5,Sur,2024-04-13
PROD-1605,Smartphones,1461.0,833.4,219,10,ZONA_FRANCA,2025-06-25
PROD-1606,smart-phone,719.0,164.96,183,Inmediato,norte,2025-01-23
PROD-1607,???,730.0,870.48,256,3,BOD-EXT-99,2024-09-01
PROD-1608,Accesorios,1666.0,1366.63,107,nan,BOD-EXT-99,2025-05-17
PROD-1609,???,1261.0,624.65,187,3,ZONA_FRANCA,2025-04-08
PROD-1610,Monitores,1199.0,479.67,230,3,BOD-EXT-99,2025-12-21
PROD-1611,Tablets,472.0,258.03,118,10,Sur,2024-09-27
PROD-1612,Accesorios,471.0,269.6,196,10,ZONA_FRANCA,2024-11-19
PROD-1613,Tablets,732.0,677.52,165,25-30 días,BOD-EXT-99,2025-12-16
PROD-1614,LAPTOP,885.0,913.74,178,3,ZONA_FRANCA,2025-11-08
PROD-1615,Smartphones,1638.0,166.89,185,3,ZONA_FRANCA,2024-03-17
PROD-1616,Laptops,437.0,1412.37,223,10,Norte,2025-12-05
PROD-1617,???,1800.0,1144.94,249,10,Norte,2025-07-07
PROD-1618,smart-phone,795.0,900.6,145,25-30 días,Norte,2025-05-29
PROD-1619,Smartphones,1953.0,1251.24,212,25-30 días,BOD-EXT-99,2025-07-05
PROD-1620,Accesorios,1698.0,166.27,190,5,norte,2025-12-24
PROD-1621,Tablets,635.0,741.42,240,Inmediato,Sur,2025-05-25
PROD-1622,smart-phone,1517.0,963.64,132,3,BOD-EXT-99,2024-04-29
PROD-1623,Tablets,1195.0,1251.55,232,3,Norte,2024-12-15
PROD-1624,Monitores,-12.0,1186.03,176,25-30 días,ZONA_FRANCA,2024-11-12
PROD-1625,Tablets,,451.75,254,25-30 días,BOD-EXT-99,2025-12-11
PROD-1626,Monitores,729.0,1414.28,220,5,ZONA_FRANCA,2025-01-23
PROD-1627,LAPTOP,1206.0,230.3,227,Inmediato,ZONA_FRANCA,2024-08-24
PROD-1628,smart-phone,1877.0,1318.94,177,5,ZONA_FRANCA,2025-08-29
PROD-1629,smart-phone,251.0,1457.86,251,Inmediato,Occidente,2024-08-08
PROD-1630,Laptops,596.0,306.87,166,nan,norte,2025-11-03
PROD-1631,Accesorios,612.0,1097.0,214,3,Sur,2024-03-24
PROD-1632,Monitores,1709.0,108.41,162,5,Sur,2025-02-15
PROD-1633,Laptops,205.0,637.86,212,25-30 días,Norte,2025-11-24
PROD-1634,Tablets,547.0,798.61,193,5,Occidente,2025-08-22
PROD-1635,Tablets,611.0,891.94,147,nan,BOD-EXT-99,2025-06-04
PROD-1636,Laptops,184.0,1407.11,290,5,BOD-EXT-99,2024-09-24
PROD-1637,smart-phone,1318.0,1024.76,111,3,Sur,2025-01-14
PROD-1638,Tablets,719.0,747.85,255,nan,norte,2025-12-11
PROD-1639,???,162.0,1224.03,271,25-30 días,ZONA_FRANCA,2024-04-18
PROD-1640,LAPTOP,412.0,1428.27,270,25-30 días,Norte,2025-11-30
PROD-1641,LAPTOP,232.0,82.0,244,10,norte,2024-09-10
PROD-1642,???,1436.0,1474.66,139,nan,Sur,2025-04-15
PROD-1643,Laptops,1380.0,174.89,276,10,Occidente,2025-11-02
PROD-1644,???,37.0,1230.86,184,10,Norte,2024-04-08
PROD-1645,Monitores,1017.0,456.49,156,3,Sur,2024-12-04
PROD-1646,Monitores,410.0,241.66,186,5,BOD-EXT-99,2024-04-03
PROD-1647,Laptops,1674.0,687.79,183,25-30 días,Norte,2025-02-01
PROD-1648,???,1326.0,983.74,291,25-30 días,Sur,2025-09-04
PROD-1649,Monitores,464.0,602.38,284,5,BOD-EXT-99,2025-05-06
PROD-1650,smart-phone,,129.12,220,25-30 días,BOD-EXT-99,2024-06-30
PROD-1651,???,652.0,919.22,173,5,ZONA_FRANCA,2025-10-08
PROD-1652,smart-phone,1603.0,1358.48,206,nan,Occidente,2024-09-03
PROD-1653,Monitores,-28.0,605.66,223,3,ZONA_FRANCA,2024-06-24
PROD-1654,LAPTOP,1003.0,363.68,297,3,Sur,2025-06-05
PROD-1655,Monitores,1780.0,691.74,199,3,norte,2026-01-02
PROD-1656,smart-phone,1254.0,120.13,142,5,ZONA_FRANCA,2025-09-11
PROD-1657,Smartphones,1084.0,1239.71,218,5,norte,2025-03-12
PROD-1658,Accesorios,311.0,1248.19,122,Inmediato,BOD-EXT-99,2024-03-08
PROD-1659,Tablets,1849.0,902.6,254,25-30 días,Sur,2026-01-16
PROD-1660,???,1234.0,562.0,285,25-30 días,Occidente,2025-10-13
PROD-1661,Smartphones,464.0,1209.69,136,Inmediato,norte,2025-10-17
PROD-1662,Monitores,398.0,854.3,233,Inmediato,Sur,2025-01-18
PROD-1663,LAPTOP,1873.0,1247.6,164,3,norte,2025-08-23
PROD-1664,Laptops,1456.0,965.62,233,Inmediato,ZONA_FRANCA,2025-04-24
PROD-1665,Monitores,1197.0,1187.39,277,5,Sur,2025-05-08
PROD-1666,LAPTOP,1805.0,917.92,121,10,ZONA_FRANCA,2024-10-05
PROD-1667,Accesorios,823.0,650.5,204,5,Norte,2024-04-05
PROD-1668,Monitores,1378.0,1439.02,187,Inmediato,Sur,2025-11-20
PROD-1669,smart-phone,1704.0,834.62,252,25-30 días,norte,2025-07-19
PROD-1670,Laptops,872.0,927.38,224,5,Norte,2025-06-03
PROD-1671,LAPTOP,986.0,369.71,178,25-30 días,ZONA_FRANCA,2024-06-13
PROD-1672,LAPTOP,1366.0,957.19,189,5,ZONA_FRANCA,2025-05-18
PROD-1673,LAPTOP,263.0,878.83,299,25-30 días,norte,2025-09-05
PROD-1674,Accesorios,1947.0,318.02,150,nan,Norte,2025-01-07
PROD-1675,Monitores,,136.4,275,5,BOD-EXT-99,2024-12-12
PROD-1676,Accesorios,987.0,926.32,201,25-30 días,Occidente,2024-12-02
PROD-1677,???,1606.0,1157.35,297,10,norte,2025-06-29
PROD-1678,Tablets,1728.0,808.93,205,3,ZONA_FRANCA,2025-11-07
PROD-1679,Tablets,964.0,378.82,292,5,Sur,2025-06-30
PROD-1680,???,1043.0,1016.46,159,10,Norte,2024-12-05
PROD-1681,Monitores,1074.0,166.15,145,3,BOD-EXT-99,2025-03-18
PROD-1682,smart-phone,647.0,690.66,135,5,Occidente,2025-10-06
PROD-1683,Accesorios,1354.0,286.88,285,10,Sur,2024-12-13
PROD-1684,Laptops,1105.0,317.47,265,10,Norte,2024-06-12
PROD-1685,LAPTOP,993.0,343.33,110,nan,BOD-EXT-99,2025-12-23
PROD-1686,LAPTOP,1879.0,610.73,111,10,norte,2025-08-24
PROD-1687,Monitores,963.0,124.17,269,nan,BOD-EXT-99,2024-08-13
PROD-1688,smart-phone,176.0,626.8,138,Inmediato,norte,2024-12-08
PROD-1689,Tablets,1778.0,791.98,298,25-30 días,Norte,2024-04-08
PROD-1690,Tablets,1442.0,750.78,238,3,BOD-EXT-99,2025-10-29
PROD-1691,LAPTOP,771.0,605.04,135,25-30 días,Occidente,2024-11-16
PROD-1692,Monitores,1973.0,1266.76,151,25-30 días,BOD-EXT-99,2024-07-23
PROD-1693,Accesorios,820.0,260.72,130,nan,Norte,2024-04-22
PROD-1694,Tablets,1745.0,783.26,132,25-30 días,Sur,2024-10-23
PROD-1695,Accesorios,137.0,139.96,240,10,Sur,2025-04-19
PROD-1696,smart-phone,1030.0,153.18,245,nan,BOD-EXT-99,2024-03-27
PROD-1697,Tablets,890.0,882.11,268,25-30 días,BOD-EXT-99,2024-12-16
PROD-1698,Tablets,475.0,870.73,157,nan,norte,2024-12-28
PROD-1699,Smartphones,285.0,1323.15,283,Inmediato,Norte,2024-08-22
PROD-1700,Tablets,,858.92,251,nan,norte,2026-01-14
